amt.pledged,by,category,currency,goal,location,num.backers,num.backers.tier,pledge.tier,title,url
1596457,Primo Toys,Hardware,usd,100000,"San Francisco, CA",6553,"[300, 119, 58, 101, 200, 199, 498, 1648, 3234, 88]","[5.0, 25.0, 45.0, 65.0, 145.0, 165.0, 175.0, 195.0, 245.0, 995.0]",Cubetto - Hands on coding for ages 3 and up,/projects/primotoys/cubetto-hands-on-coding-for-girls-and-boys-aged-3
322695,Best Self Co.,Product Design,usd,15000,"New York, NY",6531,"[685, 12, 250, 2605, 602, 250, 1486, 97, 414, 46, 31, 41]","[1.0, 14.0, 23.0, 26.0, 38.0, 45.0, 49.0, 89.0, 97.0, 109.0, 189.0, 229.0]",SELF Journal: Your Daily Structure for Success,/projects/bestself/self-journal
430943,Rachel Brathen,Film &amp; Video,usd,108000,"Seattle, WA",6511,"[188, 93, 127, 1755, 478, 2246, 136, 596, 262, 141, 98, 19, 269, 6, 2, 5]","[1.0, 5.0, 10.0, 15.0, 25.0, 40.0, 75.0, 108.0, 125.0, 145.0, 150.0, 250.0, 275.0, 500.0, 1000.0, 5000.0]",oneOeight,/projects/rachelbrathen/oneoeight
384375,Linda Bloodworth Thomason,Documentary,usd,300000,"Los Angeles, CA",6508,"[949, 468, 2513, 715, 364, 36, 49, 22, 31, 7, 4, 8]","[5.0, 15.0, 25.0, 50.0, 100.0, 150.0, 250.0, 500.0, 1000.0, 2500.0, 5000.0, 10000.0]","BRIDEGROOM - A Love Story, Unequaled",/projects/bridegroommovie/bridegroom-an-american-love-story
1330293,Ravean Team,Wearables,usd,100000,"Provo, UT",6480,"[87, 15, 12, 4, 1, 2, 6, 500, 200, 256, 28, 28, 15, 377, 145, 500, 500, 189, 766, 19, 57, 23, 52, 16, 458, 1150, 85, 230, 165, 160, 286, 27, 40, 17, 17, 4, 4, 8, 4, 1, 0]","[1.0, 5.0, 25.0, 45.0, 50.0, 67.0, 70.0, 89.0, 95.0, 95.0, 97.0, 99.0, 99.0, 119.0, 129.0, 159.0, 162.0, 165.0, 172.0, 179.0, 185.0, 185.0, 189.0, 189.0, 195.0, 199.0, 254.0, 258.0, 320.0, 324.0, 389.0, 486.0, 585.0, 648.0, 783.0, 810.0, 972.0, 979.0, 1175.0, 2052.0, 5000.0]",The World's First Heated Down Jacket w/ 6X Mobile Charging,/projects/ravean/arctic-tropical-ultra-light-heated-jackets-and-hea
200641,Maxwell Salzberg,Software,usd,10000,"New York, NY",6479,"[1473, 1083, 2606, 394, 223, 64, 5, 4]","[5.0, 10.0, 25.0, 50.0, 100.0, 350.0, 1000.0, 2000.0]",Decentralize the web with Diaspora,/projects/mbs348/diaspora-the-personally-controlled-do-it-all-distr
245870,Matt Marrocco,Comics,usd,10000,"Chicago, IL",6466,"[82, 5145, 407, 500, 103, 131, 10, 15, 20, 10, 10, 5, 1, 1, 1, 1, 0]","[1.0, 25.0, 35.0, 50.0, 75.0, 100.0, 150.0, 175.0, 200.0, 225.0, 250.0, 300.0, 400.0, 500.0, 1200.0, 1700.0, 1700.0]",I DRAW COMICS Sketchbook & Reference Guide,/projects/bravecadet/i-draw-comics-sketchbook-and-reference-guide
1418910,Spike Lee,Narrative Film,usd,1250000,"Brooklyn, NY",6421,"[601, 550, 100, 152, 379, 600, 72, 100, 25, 591, 396, 198, 99, 14, 12, 9, 4, 4, 8, 10, 4, 189, 448, 128, 14, 159, 77, 41, 61, 16, 33, 5, 9, 184, 6, 11, 15, 37, 4, 6, 14, 68, 2, 20, 5, 9, 15, 121, 56, 5, 2, 2, 1, 9, 4, 30, 1, 0, 0, 1, 7, 5, 3, 1, 1, 0, 1, 30, 3, 0, 14, 3, 5, 19, 4, 0, 0, 29, 7, 0, 1, 0]","[5.0, 5.0, 5.0, 5.0, 10.0, 10.0, 10.0, 15.0, 15.0, 20.0, 20.0, 25.0, 25.0, 25.0, 25.0, 25.0, 30.0, 30.0, 30.0, 30.0, 30.0, 40.0, 50.0, 50.0, 50.0, 50.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 125.0, 150.0, 150.0, 200.0, 200.0, 200.0, 200.0, 250.0, 250.0, 250.0, 250.0, 300.0, 300.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 750.0, 750.0, 750.0, 750.0, 750.0, 750.0, 750.0, 1000.0, 1000.0, 1500.0, 2000.0, 2500.0, 3000.0, 5000.0, 5000.0, 5000.0, 5000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0]",The Newest Hottest Spike Lee Joint,/projects/spikelee/the-newest-hottest-spike-lee-joint
66804,Gabor Vida - Teknision,Technology,usd,30000,"Ottawa, Canada",6420,"[31, 2975, 2549, 706, 125, 18, 4, 0, 0, 0]","[1.0, 5.0, 10.0, 25.0, 50.0, 60.0, 100.0, 450.0, 1000.0, 5000.0]",Chameleon:  A Better Home Screen for your Android Tablet,/projects/gaborvida/chameleon-a-better-home-screen-for-your-android-ta-0
132689,Zeboyd Games,Video Games,usd,100000,"Lake Arrowhead, CA",6414,"[102, 3457, 477, 722, 659, 443, 184, 148, 114, 45, 29, 3, 0, 6, 1, 4, 0, 1, 0, 3]","[1.0, 10.0, 15.0, 20.0, 25.0, 30.0, 40.0, 50.0, 75.0, 100.0, 100.0, 200.0, 350.0, 350.0, 350.0, 500.0, 500.0, 750.0, 1500.0, 3000.0]",Cosmic Star Heroine (Sci-Fi/Spy RPG) for PC/Mac/PS4/Vita,/projects/1596638143/cosmic-star-heroine-sci-fi-spy-rpg-for-pc-mac-ps4
187706,"Massive Damage, Inc.",Video Games,cad,40000,"Toronto, Canada",6396,"[2835, 1505, 250, 783, 249, 405, 77, 122, 58, 39, 20, 9, 3, 2, 1]","[12.0, 16.0, 19.0, 23.0, 35.0, 39.0, 55.0, 78.0, 94.0, 118.0, 197.0, 395.0, 792.0, 1981.0, 3963.0]",Halcyon 6: Starbase Commander,/projects/kenseto/halcyon-6-starbase-commander
139768,Pangea Designs: Michael Dickson,Product Design,usd,3000,"Raleigh, NC",6362,"[75, 3631, 200, 2025, 333, 66]","[9.0, 11.0, 16.0, 28.0, 56.0, 65.0]",PiCO- Titanium Micro Bottle Opener,/projects/pangeadesigns/pico-titanium-micro-bottle-opener
264762,Toad The Wet Sprocket,Rock,usd,50000,"Santa Barbara, CA",6304,"[134, 527, 1854, 2178, 512, 312, 180, 5, 12, 190, 31, 35, 90, 66, 31, 71, 43, 4, 5, 5, 0, 0]","[1.0, 10.0, 15.0, 25.0, 50.0, 50.0, 50.0, 75.0, 75.0, 100.0, 100.0, 125.0, 150.0, 200.0, 250.0, 250.0, 500.0, 1500.0, 1500.0, 1500.0, 5000.0, 10000.0]",New Studio Album from Toad the Wet Sprocket!,/projects/toadthewetsprocket/new-studio-album-from-toad-the-wet-sprocket
1021583,YOLK,Gadgets,usd,50000,"Chicago, IL",6297,"[227, 300, 300, 328, 299, 298, 379, 499, 498, 1000, 895, 100, 100, 300, 677, 50, 10, 0]","[1.0, 69.0, 79.0, 89.0, 99.0, 109.0, 119.0, 129.0, 139.0, 139.0, 149.0, 180.0, 240.0, 240.0, 240.0, 450.0, 1000.0, 10000.0]","Solar Paper, the world's thinnest and lightest solar charger",/projects/1398120161/solar-paper-the-worlds-thinnest-and-lightest-solar
271726,"Hidden Path Entertainment, AMD & Razer",Video Games,usd,250000,"Bellevue, WA",6291,"[2852, 500, 950, 219, 498, 209, 5, 14, 114, 5, 11, 47, 240, 120, 16, 16, 100, 75, 14, 53, 3, 24, 24, 25, 31, 3, 5, 10, 2, 0, 0, 0]","[15.0, 20.0, 30.0, 50.0, 55.0, 60.0, 70.0, 75.0, 80.0, 90.0, 95.0, 100.0, 105.0, 106.0, 107.0, 108.0, 110.0, 120.0, 150.0, 175.0, 195.0, 205.0, 220.0, 225.0, 225.0, 250.0, 325.0, 500.0, 1000.0, 2000.0, 5000.0, 10000.0]",Defense Grid 2,/projects/hiddenpath/defense-grid-2
108398,a2z(Interactive);,Video Games,gbp,12000,"Hull, UK",6262,"[18, 712, 497, 3605, 842, 333, 100, 75, 23, 8, 2, 1]","[5.0, 10.0, 17.0, 24.0, 41.0, 48.0, 100.0, 120.0, 249.0, 429.0, 858.0, 1716.0]",Survive the Nights \u2014 Multiplayer | Survival | Sandbox,/projects/697158346/survive-the-nights
362679,Imbue LLC,Product Design,usd,20000,"Seattle, WA",6248,"[100, 3403, 35, 2405, 11, 214, 32]","[27.0, 29.0, 56.0, 56.0, 140.0, 140.0, 280.0]",Imbue - The Magnetic Tea Infusing Vessel,/projects/1847552530/imbue-the-magnetic-tea-infusing-vessel
203488,Supr Good Co.,Product Design,usd,10000,"Minneapolis, MN",6237,"[250, 4969, 650, 330]","[20.0, 25.0, 50.0, 100.0]",Slim: The Thinnest Wallet Ever,/projects/supr/slim-the-thinnest-wallet-ever
259933,Typica,Product Design,gbp,7000,"London, UK",6219,"[192, 120, 2131, 120, 2581, 740, 306]","[1.43, 29.0, 34.0, 48.0, 54.0, 63.0, 88.0]",MAGNETIPS\u2122 - Incredible Magnetic Pens!,/projects/1924544760/magnetipstm-incredible-magnetic-pens
305360,League of Geeks,Video Games,aud,200000,"Melbourne, AU",6213,"[2182, 377, 248, 304, 500, 1850, 250, 61, 147, 32, 70, 33, 52]","[14.0, 23.0, 33.0, 33.0, 42.0, 51.0, 79.0, 88.0, 135.0, 186.0, 186.0, 279.0, 464.0]",Armello - Bringing Tabletop Adventures to Life,/projects/leagueofgeeks/armello-bringing-tabletop-adventures-to-life
32283,Michael Mindes,Tabletop Games,usd,3000,"Mountain Green, UT",6206,"[4031, 2057, 114]","[2.0, 3.0, 20.0]",Dungeon Roll - Winter Promo Pack,/projects/michaelmindes/dungeon-roll-winter-promo-pack-0
143498,Michael Mindes,Tabletop Games,usd,15000,"Mountain Green, UT",6199,"[2435, 3729]","[20.0, 20.0]",HARBOUR - Master markets in a fantasy port,/projects/michaelmindes/harbour-master-markets-in-a-fantasy-port
134236,Dan Provost & Tom Gerhardt,Design,usd,50000,"New York, NY",6192,"[3000, 2623, 509]","[1.0, 25.0, 50.0]",The Cosmonaut | A Wide-Grip Stylus for Touch Screens,/projects/danprovost/the-cosmonaut-a-wide-grip-stylus-for-touch-screens
140377,Smoovie,Product Design,gbp,10000,"London, UK",6175,"[33, 500, 500, 500, 500, 926, 2202, 202, 642, 27, 129]","[1.41, 16.0, 17.0, 18.0, 20.0, 21.0, 23.0, 35.0, 38.0, 71.0, 78.0]",Smoovie - Super steady video for your smartphone and GoPro.,/projects/smoovie/smoovie-super-steady-video-for-your-smartphone-and
716791,Boaz Almog,DIY Electronics,usd,50000,"Tel Aviv, Israel",6171,"[78, 50, 558, 100, 1675, 1340, 620, 1641, 10, 10]","[10.0, 29.0, 35.0, 49.0, 59.0, 89.0, 129.0, 159.0, 800.0, 1280.0]",Brixo - Building Blocks Meet Electricity and IoT,/projects/1068475467/brixo-building-blocks-meet-electricity-and-iot
171315,Jon Richards & Jacob Durham,Accessories,usd,10000,"Salt Lake City, UT",6158,"[7, 200, 100, 2817, 758, 1816, 364, 74]","[5.0, 12.0, 16.0, 18.0, 20.0, 30.0, 55.0, 100.0]",BASICS: Slim Minimalist Wallet with easy access to all Cards,/projects/1131502390/basics-slim-minimalist-wallet-with-easy-access-to
186158,Black Forest Games,Video Games,usd,150000,"Offenburg, Germany",6149,"[2558, 502, 1824, 56, 256, 170, 256, 62, 28, 20, 3, 114, 135, 35, 23, 12, 4, 0, 0]","[10.0, 15.0, 25.0, 35.0, 40.0, 50.0, 60.0, 60.0, 80.0, 90.0, 99.0, 100.0, 150.0, 250.0, 300.0, 500.0, 1000.0, 5000.0, 10000.0]",Giana Sisters: Twisted Dreams,/projects/project-giana/project-giana
1327559,Radu & Andrew,Design,usd,30000,"San Francisco, CA",6148,"[75, 1769, 75, 700, 75, 2932, 93, 80, 255]","[139.0, 149.0, 159.0, 169.0, 169.0, 179.0, 349.0, 525.0, 595.0]",The Lampster | A Lamp with Attitude,/projects/1284726646/the-lampster-a-lamp-with-attitude
467833,"Bifrost Biotech, Inc.",Wearables,usd,24999,"San Francisco, CA",6146,"[104, 4185, 716, 37, 503, 11, 315, 216, 36, 3]","[1.0, 49.0, 49.0, 49.0, 69.0, 69.0, 99.0, 119.0, 239.0, 1199.0]",Backbone: The world's FIRST complete smart posture support!,/projects/gobackbone/backbone-the-smart-easy-way-to-a-healthy-back
722622,"Space Goat Productions, Inc.",Tabletop Games,usd,70000,"Bellingham, WA",6143,"[79, 30, 141, 1996, 3112, 573, 14, 30, 32, 17, 3, 4, 1, 3]","[5.0, 10.0, 60.0, 70.0, 80.0, 175.0, 180.0, 245.0, 280.0, 500.0, 500.0, 1000.0, 1750.0, 2500.0]",Evil Dead 2: The Official Board Game,/projects/evildead2/evil-dead-2-the-official-board-game
48339,Laboratory,Tabletop Games,usd,5000,"Seattle, WA",6138,"[4751, 956, 189, 226, 11]","[5.0, 10.0, 15.0, 20.0, 50.0]",Province - A Competitive Building Microgame for 2 Players,/projects/laboratory/province-a-competitive-building-microgame-for-2-pl
261148,memobottle,Product Design,aud,15000,"Melbourne, AU",6118,"[140, 13, 4, 800, 2325, 397, 146, 48, 25, 727, 892, 17, 50, 271, 164, 12, 15, 7, 2, 0]","[5.0, 8.0, 11.0, 20.0, 21.0, 30.0, 30.0, 31.0, 31.0, 41.0, 42.0, 60.0, 60.0, 65.0, 82.0, 119.0, 119.0, 233.0, 466.0, 931.0]",memobottle\u2122 | Slim Premium Reusable Bottles,/projects/1645027465/memobottle-a4-a5-and-letter-reusable-water-bottles
264860,"RiffTrax: Mike, Bill & Kevin",Film &amp; Video,usd,55000,"San Diego, CA",6113,"[163, 114, 101, 90, 708, 472, 427, 286, 1134, 889, 374, 334, 87, 273, 161, 310, 19, 20, 20, 19, 4, 1, 15, 4]","[2.0, 5.0, 5.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 50.0, 60.0, 75.0, 100.0, 125.0, 200.0, 200.0, 225.0, 225.0, 1000.0, 1000.0, 1500.0, 2000.0]",RiffTrax Wants to Riff TWILIGHT Live in Theaters Nationwide!,/projects/rifftrax/rifftrax-wants-to-riff-twilight-live-in-theaters-n
652828,F\u016aZ Designs,Gadgets,usd,100000,"Draper, UT",6108,"[2171, 1340, 852, 826, 380, 153, 129, 44, 41, 28]","[59.0, 79.0, 108.0, 138.0, 145.0, 195.0, 239.0, 319.0, 449.0, 599.0]",Noke: The World's Smartest Padlock,/projects/fuzdesigns/noke-the-worlds-first-bluetooth-padlock
459147,Far Off Games,Tabletop Games,usd,40000,"Lincoln City, OR",6100,"[129, 2183, 1925, 716, 1133]","[1.0, 39.0, 59.0, 115.0, 135.0]",Xia: Embers of a Forsaken Star,/projects/1438045410/xia-embers-of-a-forsaken-star
409150,Corey Cole,Video Games,usd,400000,"San Francisco, CA",6093,"[69, 3299, 893, 599, 156, 284, 145, 98, 186, 57, 39, 126, 33, 6, 19, 5, 3, 3, 0, 2]","[5.0, 20.0, 35.0, 50.0, 65.0, 75.0, 100.0, 125.0, 150.0, 175.0, 200.0, 250.0, 500.0, 1000.0, 1050.0, 2000.0, 2500.0, 2500.0, 5000.0, 7500.0]",Hero-U: Rogue to Redemption by Corey and Lori Ann Cole,/projects/transolargames/hero-u-rogue-to-redemption
228526,Tim Fowers,Tabletop Games,usd,10000,"Mission Viejo, CA",6093,"[118, 5441, 427, 50, 12]","[5.0, 29.0, 34.0, 99.0, 209.0]",Burgle Bros. - A Cooperative Heist Boardgame,/projects/fowers/burgle-bros-a-cooperative-heist-boardgame
926960,Danielius & Matas,Design,eur,25000,"Milan, Italy",6090,"[490, 237, 3049, 1720, 301, 151, 95]","[106.0, 117.0, 117.0, 203.0, 299.0, 396.0, 578.0]",Redefining Italian Luxury Watch - Filippo Loreti,/projects/2050848594/redefining-italian-luxury-watches
1558280,NEEO Inc.,Hardware,usd,50000,"Cupertino, CA",6081,"[159, 10, 136, 150, 995, 500, 500, 994, 1136, 505, 333, 56, 176, 158, 193, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 6, 18, 1, 3]","[1.0, 25.0, 148.0, 199.0, 219.0, 219.0, 219.0, 219.0, 229.0, 229.0, 239.0, 249.0, 319.0, 419.0, 438.0, 881.0, 882.0, 883.0, 884.0, 885.0, 886.0, 887.0, 888.0, 889.0, 1000.0, 1199.0, 1800.0, 7500.0, 10000.0]",NEEO - The Thinking Remote,/projects/1227115988/neeo-the-thinking-remote
809551,Lumos Helmet,Technology,usd,125000,"Boston, MA",6072,"[136, 40, 500, 2500, 53, 1523, 77, 903, 72, 45, 45, 43, 54, 5]","[5.0, 15.0, 85.0, 99.0, 99.0, 99.0, 119.0, 190.0, 199.0, 219.0, 250.0, 285.0, 380.0, 2500.0]",Lumos - A Next Generation Bicycle Helmet,/projects/819484536/lumos-a-next-generation-bicycle-helmet
235152,ProSounds,Design,usd,15000,"Draper, UT",6070,"[29, 195, 5, 2818, 2439, 8, 40, 489, 19, 13]","[1.0, 17.0, 17.0, 17.0, 32.0, 35.0, 75.0, 75.0, 325.0, 325.0]",ProSounds X-Pro Hearing Protection,/projects/1454687729/prosounds-x-pro-hearing-protection
818098,MIITO,Product Design,eur,150000,"Berlin, Germany",6052,"[134, 41, 300, 2060, 70, 2287, 100, 94, 102, 140, 12, 131, 20, 221, 42, 75, 87, 3, 4, 1]","[6.0, 33.0, 84.0, 100.0, 134.0, 134.0, 167.0, 167.0, 184.0, 190.0, 195.0, 218.0, 223.0, 257.0, 257.0, 279.0, 379.0, 949.0, 1283.0, 2790.0]",MIITO \u2013 the sustainable alternative to the electric kettle,/projects/747044530/miito-the-sustainable-alternative-to-the-electric
178986,Kitfox Games,Video Games,cad,45000,"Montreal, Canada",6044,"[300, 1929, 477, 200, 855, 936, 414, 444, 182, 72, 33, 33, 4, 14, 25, 9, 1, 4, 3, 3, 2]","[9.0, 14.0, 18.0, 20.0, 23.0, 27.0, 32.0, 41.0, 55.0, 64.0, 105.0, 128.0, 160.0, 183.0, 215.0, 224.0, 365.0, 502.0, 685.0, 913.0, 1369.0]","Moon Hunters, a Myth-Weaving RPG",/projects/kitfoxgames/moon-hunters-a-myth-weaving-rpg
862211,IDW Games,Tabletop Games,usd,250000,"San Diego, CA",6033,"[998, 503, 4182, 95, 21]","[80.0, 90.0, 150.0, 280.0, 750.0]",Teenage Mutant Ninja Turtles: Shadows of the Past Board Game,/projects/idwgames/teenage-mutant-ninja-turtles-shadows-of-the-past-b
198608,Acceptable Comics,Comics,usd,18000,"Highlands Ranch, CO",6033,"[4924, 743, 251, 24, 40, 25]","[20.0, 35.0, 40.0, 70.0, 150.0, 250.0]",Steve Lichman- Volume 1,/projects/stevelichman/steve-lichman-volume-1
558863,Cliffhanger Productions,Video Games,usd,500000,"Vienna, Austria",6003,"[125, 121, 575, 1092, 336, 937, 166, 246, 73, 43, 288, 146, 79, 128, 293, 63, 184, 94, 52, 63, 235, 31, 56, 48, 31, 102, 25, 95, 3, 21, 57, 1, 3, 34, 56, 3, 9, 6, 6, 3]","[3.0, 9.0, 15.0, 25.0, 30.0, 35.0, 50.0, 55.0, 60.0, 63.0, 65.0, 66.0, 68.0, 75.0, 80.0, 100.0, 105.0, 120.0, 125.0, 150.0, 155.0, 166.0, 175.0, 200.0, 250.0, 255.0, 275.0, 280.0, 350.0, 355.0, 360.0, 500.0, 501.0, 505.0, 600.0, 1500.0, 1505.0, 2500.0, 5000.0, 10000.0]",Shadowrun Online,/projects/1964352341/shadowrun-online
219616,Qblinks,Gadgets,usd,20000,"Santa Ana, CA",5999,"[100, 2927, 100, 1182, 99, 163, 1123, 222, 35, 4]","[15.0, 19.0, 29.0, 35.0, 39.0, 45.0, 50.0, 69.0, 80.0, 980.0]",Qmote: The Water-Resistant Internet Remote for Smartphones,/projects/myqblinks/qmote-the-water-resistant-internet-remote-for-smar
169187,Samuel Agboola,Technology,usd,100000,"Los Angeles, CA",5989,"[1761, 500, 1832, 1066, 368, 49, 245, 21, 15, 18, 6, 0, 6, 1, 0]","[10.0, 20.0, 20.0, 30.0, 50.0, 100.0, 100.0, 100.0, 200.0, 250.0, 500.0, 1000.0, 1000.0, 5000.0, 10000.0]",Flag - the app that prints and mails your photos for free.,/projects/1306413684/flag-the-app-that-prints-and-mails-your-photos-for
313218,Erik Kettenburg,DIY Electronics,usd,5000,"Portland, OR",5964,"[100, 640, 408, 3335, 20, 915, 15, 300, 116, 12, 5, 38, 5, 2]","[10.0, 12.0, 21.0, 28.0, 40.0, 45.0, 80.0, 85.0, 100.0, 150.0, 200.0, 205.0, 500.0, 1000.0]","Digispark - The tiny, Arduino enabled, usb dev board!",/projects/digistump/digispark-the-tiny-arduino-enabled-usb-dev-board
1057975,Mantic Games,Tabletop Games,usd,50000,"Nottingham, UK",5963,"[553, 550, 4791, 18, 3, 5]","[1.0, 95.0, 100.0, 500.0, 1250.0, 1350.0]",Dungeon Saga: The Dwarf King's Quest,/projects/1744629938/dungeon-saga-the-dwarf-kings-quest
295128,Tesla Amazing,Product Design,cad,15000,"San Francisco, CA",5955,"[99, 1997, 1692, 916, 84, 121, 774, 130, 118, 0]","[0.8, 7.0, 22.0, 23.0, 36.0, 39.0, 68.0, 125.0, 217.0, 402.0]",MAGNETIC: Paper That Sticks to Walls,/projects/teslaamazing/magnetic-paper-that-sticks-to-walls
144960,Asthree Works,Video Games,usd,70000,"Gijon, Spain",5953,"[1000, 2738, 460, 1049, 231, 111, 127, 36, 50, 9, 17, 30, 4, 2, 2]","[9.0, 12.0, 15.0, 25.0, 40.0, 60.0, 75.0, 125.0, 180.0, 250.0, 250.0, 300.0, 500.0, 1000.0, 2500.0]",Paradise Lost: First Contact,/projects/1183462809/paradise-lost-first-contact
1073512,Dan Vinson and David Hunt,Product Design,usd,50000,"Boulder, CO",5938,"[27, 250, 521, 349, 2514, 250, 1681, 7, 100, 133, 10, 6]","[24.0, 98.0, 119.0, 149.0, 169.0, 175.0, 198.0, 249.0, 265.0, 299.0, 500.0, 2000.0]",MONKII BARS 2 \u2014 A Gym You Can Take Anywhere,/projects/monkiibars/monkii-bars-2-a-gym-you-can-take-anywhere
310091,KING Art Games,Video Games,usd,260000,"Boston, MA",5925,"[77, 500, 1806, 249, 1056, 239, 602, 123, 252, 145, 100, 392, 50, 25, 114, 12, 10, 65, 10, 6, 7, 12, 4, 8, 2, 1]","[5.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 50.0, 75.0, 85.0, 95.0, 110.0, 110.0, 150.0, 165.0, 165.0, 250.0, 265.0, 265.0, 350.0, 750.0, 850.0, 1250.0, 2000.0, 3500.0]",The Dwarves - A New Storydriven Fantasy RPG,/projects/kingartgames/the-dwarves-a-new-storydriven-fantasy-rpg
203300,OMOCAT,Video Games,usd,22000,"Los Angeles, CA",5910,"[110, 3648, 256, 899, 278, 285, 178, 157, 13, 44, 18, 5, 1]","[1.0, 15.0, 20.0, 30.0, 40.0, 75.0, 100.0, 135.0, 200.0, 220.0, 350.0, 600.0, 1000.0]",OMORI,/projects/omocat/omori
242309,NostalgiCO,Video Games,usd,60000,"Chicago, IL",5909,"[500, 2536, 472, 1055, 100, 300, 272, 201, 34, 14, 161, 25, 45, 103, 4, 7, 6, 4]","[10.0, 15.0, 20.0, 30.0, 40.0, 50.0, 70.0, 100.0, 115.0, 115.0, 120.0, 150.0, 250.0, 270.0, 600.0, 750.0, 1200.0, 1500.0]",CRYAMORE!,/projects/robaato/cryamore-a-true-first-class-take-on-the-action-rpg
178649,Geometrical Inc. & Rambod Radmard,Product Design,usd,6000,"Irvine, CA",5887,"[125, 49, 150, 2600, 468, 1350, 764, 86, 276]","[1.0, 2.0, 15.0, 18.0, 22.0, 29.0, 36.0, 66.0, 69.0]",Pocket Tripod | The only phone tripod you need.,/projects/rambod-geometrical/pocket-tripod
267830,Seth Hiatt,Tabletop Games,usd,10000,"Layton, UT",5887,"[645, 745, 750, 700, 750, 650, 749, 199, 55, 55, 50, 70, 80, 50, 33, 2, 49, 29, 30, 32, 22, 46, 28, 1, 30]","[22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 150.0]","""Viceroy"" Fantasy Pyramid Card/Board Game 1-4 Players 45 Min",/projects/maydaygames/viceroy-fantasy-pyramid-card-board-game-1-4-player
435316,Jane Jensen,Video Games,usd,300000,"Lancaster, PA",5836,"[1789, 187, 1856, 764, 18, 386, 88, 58, 132, 65, 19, 54, 28, 14, 117, 68, 19, 15, 27, 5, 0, 2, 3]","[16.0, 30.0, 50.0, 51.0, 99.0, 100.0, 101.0, 102.0, 115.0, 200.0, 215.0, 224.0, 225.0, 239.0, 250.0, 265.0, 500.0, 515.0, 1000.0, 1500.0, 4999.0, 5000.0, 10000.0]",Jane Jensen's Moebius and Pinkerton Road Studio,/projects/1005365109/jane-jensens-pinkerton-road-2012-2013-csg
750374,Team RippleBuds,Sound,usd,50000,"San Francisco, CA",5834,"[297, 700, 424, 171, 300, 190, 310, 2864, 341, 144, 11, 2]","[69.0, 79.0, 89.0, 89.0, 99.0, 109.0, 109.0, 119.0, 229.0, 319.0, 1000.0, 10000.0]",RippleBuds: Noise Blocking Earbuds with an In-Ear Microphone,/projects/ripplebuds/ripplebuds-noise-blocking-earbuds-with-an-in-ear-m
332620,I-Novae Studios,Video Games,usd,300000,"New York, NY",5828,"[87, 1429, 1000, 677, 336, 200, 360, 424, 200, 408, 129, 128, 47, 31, 251, 31, 15, 5, 1, 2, 0]","[5.0, 20.0, 23.0, 25.0, 35.0, 45.0, 55.0, 60.0, 75.0, 85.0, 100.0, 100.0, 150.0, 150.0, 250.0, 500.0, 500.0, 2500.0, 2500.0, 2500.0, 10000.0]",Infinity: Battlescape,/projects/309114309/infinity-battlescape
331938,Spurcycle,Product Design,usd,20000,"San Francisco, CA",5827,"[86, 2151, 1580, 250, 1728]","[1.0, 35.0, 45.0, 55.0, 80.0]","A better bicycle bell, made in the USA.",/projects/139160027/a-better-bicycle-bell-made-in-the-usa
541161,sekaiproject,Video Games,usd,140000,"Osaka-shi, Japan",5819,"[443, 250, 790, 250, 2674, 237, 96, 206, 100, 394, 0, 43, 277, 25, 3]","[1.0, 30.0, 40.0, 40.0, 50.0, 60.0, 85.0, 85.0, 115.0, 125.0, 165.0, 175.0, 205.0, 1000.0, 7000.0]",CLANNAD Official English Release,/projects/sekaiproject/clannad-official-english-release
343749,Technocel,Wearables,usd,100000,"Los Angeles, CA",5814,"[997, 1169, 13, 1000, 65, 7, 100, 998, 41, 7, 999, 316, 37]","[39.0, 44.0, 49.0, 50.0, 54.0, 59.0, 60.0, 60.0, 65.0, 70.0, 70.0, 75.0, 80.0]",TYLT V\xdc Pulse for Pebble Time\u2122,/projects/800343142/tylt-vu-pulse-for-pebble-timetm
500784,Woodenshark,Hardware,usd,261962,"Izhevsk, Russia",5812,"[88, 7, 50, 2500, 1956, 500, 604, 8, 0, 0]","[5.0, 25.0, 50.0, 60.0, 80.0, 120.0, 150.0, 300.0, 1300.0, 10000.0]",Lightpack \u2014 ambient backlight for your displays,/projects/woodenshark/lightpack-ambient-backlight-for-your-displays
324393,BHG Design (deleted),Product Design,usd,15000,"San Francisco, CA",5803,"[1000, 1700, 363, 689, 1500, 502]","[37.0, 37.0, 45.0, 45.0, 70.0, 90.0]",Visionnaire - Fine Writing Instruments,/projects/730727524/visionnaire-fine-writing-instruments-0
